campagne;campagne_(filtres);nom;format;etat;PAD;date_de_debut_prevue;date_de_fin_prevue;annonceur;Responsable commercial;volume_total_prevu;Groupe d'insertions
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;28/09/2020;07/10/2020;REGION REUNION;VIRAMOUTOU David;510000;VAGUE 1 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;28/09/2020;07/10/2020;REGION REUNION;VIRAMOUTOU David;272000;VAGUE 1 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;28/09/2020;07/10/2020;REGION REUNION;VIRAMOUTOU David;850000;VAGUE 1 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;NATIVE ADS PROMOTION DU DOSSIER SPONSORISE SUR HP LINFO.RE;NATIVE ADS;Confirmee;Non;30/10/2020;08/11/2020;REGION REUNION;VIRAMOUTOU David;100000;VAGUE 2 - NATIVE ADS
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;DTJ2022 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/10/2020;08/11/2020;REGION REUNION;VIRAMOUTOU David;68000;VAGUE 2 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/10/2020;08/11/2020;REGION REUNION;VIRAMOUTOU David;510000;VAGUE 2 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;30/10/2020;08/11/2020;REGION REUNION;VIRAMOUTOU David;272000;VAGUE 2 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/10/2020;08/11/2020;REGION REUNION;VIRAMOUTOU David;850000;VAGUE 2 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;NATIVE ADS PROMOTION DU DOSSIER SPONSORISE SUR HP LINFO.RE;NATIVE ADS;Confirmee;Non;30/11/2020;09/12/2020;REGION REUNION;VIRAMOUTOU David;100000;VAGUE 3 - NATIVE ADS
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/11/2020;09/12/2020;REGION REUNION;VIRAMOUTOU David;68000;VAGUE 3 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/11/2020;09/12/2020;REGION REUNION;VIRAMOUTOU David;510000;VAGUE 3 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;30/11/2020;09/12/2020;REGION REUNION;VIRAMOUTOU David;272000;VAGUE 3 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;30/11/2020;09/12/2020;REGION REUNION;VIRAMOUTOU David;850000;VAGUE 3 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;NATIVE ADS PROMOTION DU DOSSIER SPONSORISE SUR HP LINFO.RE;NATIVE ADS;Confirmee;Non;31/12/2020;09/01/2021;REGION REUNION;VIRAMOUTOU David;100000;VAGUE 4 - NATIVE ADS
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;31/12/2020;09/01/2021;REGION REUNION;VIRAMOUTOU David;68000;VAGUE 4 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;31/12/2020;09/01/2021;REGION REUNION;VIRAMOUTOU David;510000;VAGUE 4 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;31/12/2020;09/01/2021;REGION REUNION;VIRAMOUTOU David;272000;VAGUE 4 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CAMPAGNE JOURNAL DIGITAL - 62313;REGION CAMPAGNE JOURNAL DIGITAL - 62313;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;31/12/2020;09/01/2021;REGION REUNION;VIRAMOUTOU David;850000;VAGUE 4 - 2020 RESEAU ASB GRAND ANGLE RG
REGION CONGRES DES REGIONS - 63289;REGION CONGRES DES REGIONS - 63289;2020 - RG MASTHEAD APPLI - 2020 - MASTHEAD APP;-;Confirmee;Non;20/10/2020;26/10/2020;REGION REUNION;VIRAMOUTOU David;234500;
REGION CONGRES DES REGIONS - 63289;REGION CONGRES DES REGIONS - 63289;2020 - RG MASTHEAD - 2020 - MASTHEAD;-;Confirmee;Non;20/10/2020;26/10/2020;REGION REUNION;VIRAMOUTOU David;115500;
REGION FEDER - 59211;REGION FEDER - 59211;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;06/07/2020;12/07/2020;REGION REUNION;VIRAMOUTOU David;8000;VAGUE 2 - 2020 RESEAU ASB INTERSTITIEL RG
REGION FEDER - 59211;REGION FEDER - 59211;INTERSTITIEL SUR APPLI OR;INTERSTITIEL;Confirmee;Non;06/07/2020;12/07/2020;REGION REUNION;VIRAMOUTOU David;10000;VAGUE 2 - 2020 RESEAU ASB INTERSTITIEL RG
REGION FEDER - 59211;REGION FEDER - 59211;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;06/07/2020;12/07/2020;REGION REUNION;VIRAMOUTOU David;50000;VAGUE 2 - 2020 RESEAU ASB INTERSTITIEL RG
REGION FEDER - 59211;REGION FEDER - 59211;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;06/07/2020;12/07/2020;REGION REUNION;VIRAMOUTOU David;34000;VAGUE 2 - 2020 RESEAU ASB INTERSTITIEL RG
REGION FEDER - 59211;REGION FEDER - 59211;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;06/07/2020;12/07/2020;REGION REUNION;VIRAMOUTOU David;98000;VAGUE 2 - 2020 RESEAU ASB INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;MASTHEAD SUR APPLI ACTU REUNION;MASTHEAD;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;46000;2020 RESEAU ASB MASTHEAD RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;DTJ - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;4000;20-RESEAU ASB- INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;230000;2020 RESEAU ASB MASTHEAD RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;5000;20-RESEAU ASB- INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;OR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;25000;20-RESEAU ASB- INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;156400;2020 RESEAU ASB MASTHEAD RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;17000;20-RESEAU ASB- INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;AR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;49000;20-RESEAU ASB- INTERSTITIEL RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;487600;2020 RESEAU ASB MASTHEAD RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;38000;2020 RESEAU ASB GRAND ANGLE RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;285000;2020 RESEAU ASB GRAND ANGLE RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;152000;2020 RESEAU ASB GRAND ANGLE RG
REGION LOCAL LE VITAL - 60436;REGION LOCAL LE VITAL - 60436;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;475000;2020 RESEAU ASB GRAND ANGLE RG
REGION MALOYA 2020 - 62515;REGION MALOYA 2020 - 62515;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;25/09/2020;03/10/2020;REGION REUNION;VIRAMOUTOU David;20000;2020 RESEAU ASB GRAND ANGLE RG
REGION MALOYA 2020 - 62515;REGION MALOYA 2020 - 62515;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;25/09/2020;03/10/2020;REGION REUNION;VIRAMOUTOU David;150000;2020 RESEAU ASB GRAND ANGLE RG
REGION MALOYA 2020 - 62515;REGION MALOYA 2020 - 62515;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;25/09/2020;03/10/2020;REGION REUNION;VIRAMOUTOU David;80000;2020 RESEAU ASB GRAND ANGLE RG
REGION MALOYA 2020 - 62515;REGION MALOYA 2020 - 62515;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;25/09/2020;03/10/2020;REGION REUNION;VIRAMOUTOU David;250000;2020 RESEAU ASB GRAND ANGLE RG
REGION POP - 63047;REGION POP - 63047;MASTHEAD SUR APPLI OR;MASTHEAD;Confirmee;Non;14/10/2020;20/10/2020;REGION REUNION;VIRAMOUTOU David;25000;2020 RESEAU ASB MASTHEAD RG
REGION POP - 63047;REGION POP - 63047;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;14/10/2020;20/10/2020;REGION REUNION;VIRAMOUTOU David;85000;2020 RESEAU ASB MASTHEAD RG
REGION POP - 63047;REGION POP - 63047;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;14/10/2020;20/10/2020;REGION REUNION;VIRAMOUTOU David;265000;2020 RESEAU ASB MASTHEAD RG
REGION POP - 63047;REGION POP - 63047;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;14/10/2020;20/10/2020;REGION REUNION;VIRAMOUTOU David;125000;2020 RESEAU ASB MASTHEAD RG
REGION RELANCE COVID - 63690;REGION RELANCE COVID - 63690;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;GRAND ANGLE;Confirmee;Non;03/11/2020;09/11/2020;REGION REUNION;VIRAMOUTOU David;312000;20-RESEAU ASB-GRAND ANGLE RG
REGION RELANCE COVID - 63690;REGION RELANCE COVID - 63690;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;GRAND ANGLE;Confirmee;Non;03/11/2020;09/11/2020;REGION REUNION;VIRAMOUTOU David;288000;20-RESEAU ASB-GRAND ANGLE RG
REGION REUNION - 60658;REGION REUNION - 60658;MASTHEAD SUR APP ACTU REUNION;MASTHEAD;Confirmee;Non;25/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;21020;20-RESEAU ASB-MASTHEAD RG
REGION REUNION - 60658;REGION REUNION - 60658;OR - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;25/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;105102;20-RESEAU ASB-MASTHEAD RG
REGION REUNION - 60658;REGION REUNION - 60658;MASTHEAD SUR APPLI LINFO/AR;MASTHEAD;Confirmee;Non;25/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;71469;20-RESEAU ASB-MASTHEAD RG
REGION REUNION - 60658;REGION REUNION - 60658;AR - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;25/08/2020;31/08/2020;REGION REUNION;VIRAMOUTOU David;222816;20-RESEAU ASB-MASTHEAD RG
REGION SOMEN KREOL - 63177;REGION SOMEN KREOL - 63177;MASTHEAD SUR APPLI OR;MASTHEAD;Confirmee;Non;17/10/2020;25/10/2020;REGION REUNION;VIRAMOUTOU David;50000;2020 RESEAU ASB MASTHEAD RG
REGION SOMEN KREOL - 63177;REGION SOMEN KREOL - 63177;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;17/10/2020;25/10/2020;REGION REUNION;VIRAMOUTOU David;250000;2020 RESEAU ASB MASTHEAD RG
REGION SOMEN KREOL - 63177;REGION SOMEN KREOL - 63177;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;17/10/2020;25/10/2020;REGION REUNION;VIRAMOUTOU David;170000;2020 RESEAU ASB MASTHEAD RG
REGION SOMEN KREOL - 63177;REGION SOMEN KREOL - 63177;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;17/10/2020;25/10/2020;REGION REUNION;VIRAMOUTOU David;530000;2020 RESEAU ASB MASTHEAD RG
RENAULT - 62330;RENAULT - 62330;DTJ 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;7387;2020 RESEAU ASB HABILLAGE RG HORS OR
RENAULT - 62330;RENAULT - 62330;AR 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;177285;2020 RESEAU ASB HABILLAGE RG HORS OR
RENAULT - 62330;RENAULT - 62330;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;2955;2020 RESEAU ASB INTERSTITIEL RG
RENAULT - 62330;RENAULT - 62330;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;3693;2020 RESEAU ASB INTERSTITIEL RG
RENAULT - 62330;RENAULT - 62330;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;18467;2020 RESEAU ASB INTERSTITIEL RG
RENAULT - 62330;RENAULT - 62330;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;12558;2020 RESEAU ASB INTERSTITIEL RG
RENAULT - 62330;RENAULT - 62330;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;23/10/2020;01/11/2020;AUTOMOBILES REUNION;BOURSIER Estelle;36196;2020 RESEAU ASB INTERSTITIEL RG
RENAULT - 64043;RENAULT - 64043;2020 - HABILLAGE APP - 2020 - HABILLAGE APPLI;HABILLAGE;Reservee;Non;01/12/2020;13/12/2020;AUTOMOBILES REUNION;BOURSIER Estelle;99723;20-RESEAU ASB-HABILLAGE RG
RENAULT - 64043;RENAULT - 64043;2020 - RG HABILLAGE - 2020 - HABILLAGE;HABILLAGE;Reservee;Non;01/12/2020;13/12/2020;AUTOMOBILES REUNION;BOURSIER Estelle;269622;20-RESEAU ASB-HABILLAGE RG
RENAULT - 64053;RENAULT - 64053;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Reservee;Non;01/12/2020;13/12/2020;AUTOMOBILES REUNION;BOURSIER Estelle;87592;
REP - 60635;REP - 60635;MASTHEAD SUR APPLI ACTU REUNION;MASTHEAD;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;33333;2020 RESEAU ASB MASTHEAD RG
REP - 60635;REP - 60635;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;166667;2020 RESEAU ASB MASTHEAD RG
REP - 60635;REP - 60635;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;113333;2020 RESEAU ASB MASTHEAD RG
REP - 60635;REP - 60635;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;353333;2020 RESEAU ASB MASTHEAD RG
REP - 60635;REP - 60635;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;24000;2020 RESEAU ASB GRAND ANGLE RG
REP - 60635;REP - 60635;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;180000;2020 RESEAU ASB GRAND ANGLE RG
REP - 60635;REP - 60635;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;96000;2020 RESEAU ASB GRAND ANGLE RG
REP - 60635;REP - 60635;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;26/07/2020;06/08/2020;BAMATEX ;BOURSIER Estelle;300000;2020 RESEAU ASB GRAND ANGLE RG
REP - 62285;REP - 62285;MASTHEAD SUR APPLI ACTU REUNION;MASTHEAD;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;22500;2020 RESEAU ASB MASTHEAD RG
REP - 62285;REP - 62285;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;112500;2020 RESEAU ASB MASTHEAD RG
REP - 62285;REP - 62285;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;76500;2020 RESEAU ASB MASTHEAD RG
REP - 62285;REP - 62285;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;238500;2020 RESEAU ASB MASTHEAD RG
REP - 62285;REP - 62285;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;18000;2020 RESEAU ASB GRAND ANGLE RG
REP - 62285;REP - 62285;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;135000;2020 RESEAU ASB GRAND ANGLE RG
REP - 62285;REP - 62285;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;72000;2020 RESEAU ASB GRAND ANGLE RG
REP - 62285;REP - 62285;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;13/10/2020;BAMATEX ;BOURSIER Estelle;225000;2020 RESEAU ASB GRAND ANGLE RG
REP - 62285;REP - 62285;DTJ 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;04/10/2020;06/10/2020;BAMATEX ;BOURSIER Estelle;4000;2020 RESEAU ASB HABILLAGE RG HORS OR
REP - 62285;REP - 62285;AR 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;04/10/2020;06/10/2020;BAMATEX ;BOURSIER Estelle;96000;2020 RESEAU ASB HABILLAGE RG HORS OR
REP - 63961;REP - 63961;2020 - RG GRAND ANGLE APPLI - 2020 - GRAND ANGLE APPLI;GRAND ANGLE;Confirmee;Non;17/11/2020;01/12/2020;BAMATEX ;BOURSIER Estelle;120038;20-RESEAU ASB-GRAND ANGLE RG
REP - 63961;REP - 63961;2020 - RG GRAND ANGLE - 2020 - GRAND ANGLE;GRAND ANGLE;Confirmee;Non;17/11/2020;01/12/2020;BAMATEX ;BOURSIER Estelle;110805;20-RESEAU ASB-GRAND ANGLE RG
REP - 63961;REP - 63961;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Confirmee;Non;17/11/2020;01/12/2020;BAMATEX ;BOURSIER Estelle;24623;RG-RESEAU ASB-INTERSTITIEL RG
REP - 63961;REP - 63961;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Confirmee;Non;17/11/2020;01/12/2020;BAMATEX ;BOURSIER Estelle;52325;RG-RESEAU ASB-INTERSTITIEL RG
REVES D'AILLEURS - 60813;REVES D'AILLEURS - 60813;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;05/08/2020;14/08/2020;MOBILIO SARL;BONJOUR Cyrille;5000;2020 RESEAU ASB INTERSTITIEL EN RG
REVES D'AILLEURS - 60813;REVES D'AILLEURS - 60813;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;05/08/2020;14/08/2020;MOBILIO SARL;BONJOUR Cyrille;6250;2020 RESEAU ASB INTERSTITIEL EN RG
REVES D'AILLEURS - 60813;REVES D'AILLEURS - 60813;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;05/08/2020;14/08/2020;MOBILIO SARL;BONJOUR Cyrille;31250;2020 RESEAU ASB INTERSTITIEL EN RG
REVES D'AILLEURS - 60813;REVES D'AILLEURS - 60813;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;05/08/2020;14/08/2020;MOBILIO SARL;BONJOUR Cyrille;21250;2020 RESEAU ASB INTERSTITIEL EN RG
REVES D'AILLEURS - 60813;REVES D'AILLEURS - 60813;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;05/08/2020;14/08/2020;MOBILIO SARL;BONJOUR Cyrille;61250;2020 RESEAU ASB INTERSTITIEL EN RG
REVES D'AILLEURS - 60921;REVES D'AILLEURS - 60921;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;03/08/2020;05/09/2020;MOBILIO SARL;AUFFRET Jerome;1666;
REVES D'AILLEURS - 63027;REVES D'AILLEURS - 63027;OUVERTURE CATALOGUE RODZAFER;-;Reservee;Non;08/10/2020;31/10/2020;MOBILIO SARL;AUFFRET Jerome;0;
REVES D'AILLEURS - 63027;REVES D'AILLEURS - 63027;PUSH;-;Reservee;Non;09/10/2020;09/10/2020;MOBILIO SARL;AUFFRET Jerome;0;
RSMA - 58703;RSMA - 58703;DTJ - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;18/06/2020;01/07/2020;RSMA - R;BOURSIER Estelle;20000;20-RESEAU ASB-GRAND ANGLE RG
